reviewer_initials,study_ID,ES_ID,cohort_ID,full_citation,journal,publication_year,publication_type,country,random_assignment,blind_measurement,protocol_registration,raw_data_availability,source_code_availability,funding_disclosed,funding_potential_COI,funding_potential_COI_comment,COI_disclosed,species,initial_size_g,experimental_system,experimental_unit,intervention_species,intervention_preparation,treatment_name,intervention_dose,study_duration_days,feeding_conditions,outcome,outcome_category,study_conditions,challenge_category,water_temperature,treatment_mean,treatment_SE,treatment_SD,treatment_n,treatment_n_description,control_group_ID,control_mean,control_SE,control_SD,control_n,control_n_description,units,"data_source
",proportional_data,Comment,short_citation,outcome_long,country_standardised,control_CV,treatment_CV
RP,S004,S004.36,S004.J,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.27,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,PER,nutrient utilisation,Basal,Not applicable,22,1.3,0.1,0.17,4,Tank,P41,2.1,0.2,0.35,3,Tank,arbitrary units,Table 13,No,NA,Francis et al. (2021),Protein efficiency ratio,Australia,0.166666667,0.130769231
RP,S004,S004.29,S004.K,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.25,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,PER,nutrient utilisation,Basal,Not applicable,17,2.2,0.01,0.17,4,Tank,P41,2.5,0.1,0.17,3,Tank,arbitrary units,Table 13,No,NA,Francis et al. (2021),Protein efficiency ratio,Australia,0.068,0.077272727
RP,S004,S004.6,S004.L,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FW,growth performance,Basal,Not applicable,12,6.67,0.07,0.14,4,Tank,P41,7.04,0.19,0.38,4,Tank,g,Table 12,No,NA,Francis et al. (2021),Final weight,Australia,0.053977273,0.020989505
RP,S004,S004.10,S004.M,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FW,growth performance,Basal,Not applicable,17,12.49,0.05,0.1,4,Tank,P41,13.55,0.18,0.36,4,Tank,g,Table 12,No,NA,Francis et al. (2021),Final weight,Australia,0.026568266,0.008006405
RP,S004,S004.4,S004.N,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,ED,nutrient utilisation,Basal,Not applicable,12,0.404653637,0.6,0.016578951,4,Tank,P41,0.404653637,1.2,0.033157902,4,Tank,%,Table 13,Yes,NA,Francis et al. (2021),Energy deposition,Australia,0.15483871,0.077419355
RP,S004,S004.14,S004.O,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FW,growth performance,Basal,Not applicable,22,12.33,0.85,1.7,4,Tank,P41,16.97,1.24,2.48,4,Tank,g,Table 12,No,NA,Francis et al. (2021),Final weight,Australia,0.146140247,0.137875101
RP,S004,S004.5,S004.P,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,PD,nutrient utilisation,Basal,Not applicable,12,0.456104652,0.8,0.020231198,4,Tank,P41,0.454838961,1.5,0.038008072,4,Tank,%,Table 13,Yes,NA,Francis et al. (2021),Protein deposition,Australia,0.155440415,0.082474227
RP,S004,S004.12,S004.Q,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,ED,nutrient utilisation,Basal,Not applicable,22,0.42232034,1.5,0.040121296,4,Tank,P41,0.53621,3.1,0.070586106,4,Tank,%,Table 13,Yes,NA,Francis et al. (2021),Energy deposition,Australia,0.237547893,0.178571429
RP,S004,S004.8,S004.R,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,ED,nutrient utilisation,Basal,Not applicable,17,0.560934166,0.6,0.013319823,4,Tank,P41,0.567573041,0.6,0.013236328,4,Tank,%,Table 13,Yes,NA,Francis et al. (2021),Energy deposition,Australia,0.041522491,0.042402827
RP,S004,S004.13,S004.S,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,PD,nutrient utilisation,Basal,Not applicable,22,0.486997264,1.8,0.043523612,4,Tank,P41,0.623588545,3.5,0.073832597,4,Tank,%,Table 13,Yes,NA,Francis et al. (2021),Protein deposition,Australia,0.205278592,0.164383562
RP,S004,S004.7,S004.T,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FSL,growth performance,Basal,Not applicable,12,35.5,0.3,0.6,4,Tank,P41,36.2,0.3,0.6,4,Tank,mm,Table 12,No,NA,Francis et al. (2021),Final shell length,Australia,0.016574586,0.016901408
RP,S004,S004.9,S004.U,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,PD,nutrient utilisation,Basal,Not applicable,17,0.665245083,0.9,0.018532529,4,Tank,P41,0.656991336,1.2,0.024813788,4,Tank,%,Table 13,Yes,NA,Francis et al. (2021),Protein deposition,Australia,0.064343164,0.047244094
RP,S004,S004.11,S004.V,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FSL,growth performance,Basal,Not applicable,17,42.9,0.1,0.2,4,Tank,P41,43.9,0.01,0.02,4,Tank,mm,Table 12,No,NA,Francis et al. (2021),Final shell length,Australia,4.56E-04,0.004662005
RP,S004,S004.15,S004.W,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FSL,growth performance,Basal,Not applicable,22,42.8,0.8,1.6,4,Tank,P41,47,1.2,2.4,4,Tank,mm,Table 12,No,NA,Francis et al. (2021),Final shell length,Australia,0.05106383,0.037383178
RP,S004,S004.20,S004.X,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,SG,growth performance,Basal,Not applicable,12,49.3,2.1,3.64,4,Tank,P41,54.2,2,3.46,3,Tank,um/day,Table 12,No,NA,Francis et al. (2021),Shell gain,Australia,0.063837638,0.073833671
RP,S004,S004.1,S004.Y,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,FW,growth performance,Basal,Not applicable,12,77.58,1.21,2.42,4,Tank,P41,85.81,4.52,9.04,4,Tank,g,Table 12,No,NA,Francis et al. (2021),Final weight,Australia,0.105349027,0.031193607
RP,S004,S004.18,S004.Z,"Francis, D. S., Rocker, M. M., Searle, K., Lathiff, A., Hassan, I., Cumming, E. E., Clark, T. D., Donald, J. A., Turchini, G. M., & Mock, T. S. (2021). Elucidating the nutritional requirements of farmed hybrid abalone. FRDC report no. 2017/113. Deakin University",Fisheries Research and Development Council,2021,Grey literature,Australia,No,No,No,No,No,Yes,No,NA,No COI statement,H. laevigata_x_H. rubra,3.28,Laboratory,Tank-based,Ulva ohnoi,meal,P41 U,15,150,daily,BG,growth performance,Basal,Not applicable,12,77.1,1.5,2.6,4,Tank,P41,90.6,5.8,10.05,3,Tank,g/tank,Table 12,No,NA,Francis et al. (2021),Biomass gain,Australia,0.110927152,0.033722438
RP,S005,S005.1,S005.A,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",Rhodes University,2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,abfeed_b_Ulva,3,150,daily,SGR,growth performance,Basal,Not applicable,18.5,0.271,0.02,0.04,4,Tank,Abfeed (Reference),0.228,0.03,0.06,4,Tank,%BW/day,Table 3.2,No,NA,Mwangudza (2024),Specific growth rate,South Africa,0.263157895,0.147601476
RP,S005,S005.3,S005.A,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",Rhodes University,2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,abfeed_nb_Ulva,3,150,daily,SGR,growth performance,Basal,Not applicable,18.5,0.299,0.02,0.04,4,Tank,Abfeed (Reference),0.228,0.03,0.06,4,Tank,%BW/day,Table 3.2,No,NA,Mwangudza (2024),Specific growth rate,South Africa,0.263157895,0.133779264
RP,S005,S005.2,S005.B,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",Rhodes University,2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,abfeed_b_Ulva,3,150,daily,CF,growth performance,Basal,Not applicable,18.5,1.179,0.01,0.02,4,Tank,Abfeed (Reference),1.081,0.01,0.02,4,Tank,arbitrary units,Table 3.2,No,NA,Mwangudza (2024),Condition factor,South Africa,0.018501388,0.016963528
RP,S005,S005.4,S005.B,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",Rhodes University,2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,abfeed_nb_Ulva,3,150,daily,CF,growth performance,Basal,Not applicable,18.5,1.117,0.01,0.02,4,Tank,Abfeed (Reference),1.081,0.01,0.02,4,Tank,arbitrary units,Table 3.2,No,NA,Mwangudza (2024),Condition factor,South Africa,0.018501388,0.017905103
RP,S005,S005.5,S005.C,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",Rhodes University,2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,abfeed_b_Ulva,3,150,daily,LG,growth performance,Basal,Not applicable,18.5,1.835,0.15,0.3,4,Tank,Abfeed (Reference),1.56,0.28,0.56,4,Tank,mm/month,Table 3.2,No,NA,Mwangudza (2024),Length gain,South Africa,0.358974359,0.163487738
RP,S005,S005.6,S005.C,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",Rhodes University,2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,abfeed_nb_Ulva,3,150,daily,LG,growth performance,Basal,Not applicable,18.5,2.078,0.12,0.24,4,Tank,Abfeed (Reference),1.56,0.28,0.56,4,Tank,mm/month,Table 3.2,No,NA,Mwangudza (2024),Length gain,South Africa,0.358974359,0.115495669
RP,S005,S005.13,S005.D,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",Rhodes University,2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Not biosecure Ulva 30 days,3,30,daily,FW,growth performance,Basal,Not applicable,18.5,21.72,1.565,3.13,4,Tank,Abfeed (Reference) 30 days,19.47,1.91,3.82,4,Tank,g,Figure 3.2,No,NA,Mwangudza (2024),Final weight,South Africa,0.196199281,0.144106814
RP,S005,S005.7,S005.D,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",Rhodes University,2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Biosecure Ulva 30 days,3,30,daily,FW,growth performance,Basal,Not applicable,18.5,20.16,1.74,3.48,4,Tank,Abfeed (Reference) 30 days,19.47,1.91,3.82,4,Tank,g,Figure 3.2,No,NA,Mwangudza (2024),Final weight,South Africa,0.196199281,0.172619048
RP,S005,S005.14,S005.E,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",Rhodes University,2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Not biosecure Ulva 120 days,3,120,daily,FW,growth performance,Basal,Not applicable,18.5,43.62,3.3,6.6,4,Tank,Abfeed (Reference) 120 days,35.98,3.65,7.3,4,Tank,g,Figure 3.2,No,NA,Mwangudza (2024),Final weight,South Africa,0.202890495,0.15130674
RP,S005,S005.8,S005.E,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",Rhodes University,2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Biosecure Ulva 120 days,3,120,daily,FW,growth performance,Basal,Not applicable,18.5,43.28,3.825,7.65,4,Tank,Abfeed (Reference) 120 days,35.98,3.65,7.3,4,Tank,g,Figure 3.2,No,NA,Mwangudza (2024),Final weight,South Africa,0.202890495,0.176756007
RP,S005,S005.15,S005.F,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",Rhodes University,2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Not biosecure Ulva 150 days,3,150,daily,FW,growth performance,Basal,Not applicable,18.5,58.88,4.17,8.34,4,Tank,Abfeed 150 days (Reference),42.75,3.825,7.65,4,Tank,g,Figure 3.2,No,NA,Mwangudza (2024),Final weight,South Africa,0.178947368,0.141644022
RP,S005,S005.9,S005.F,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",Rhodes University,2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Biosecure Ulva 150 days,3,150,daily,FW,growth performance,Basal,Not applicable,18.5,50.23,3.825,7.65,4,Tank,Abfeed 150 days (Reference),42.75,3.825,7.65,4,Tank,g,Figure 3.2,No,NA,Mwangudza (2024),Final weight,South Africa,0.178947368,0.152299423
RP,S005,S005.10,S005.G,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",Rhodes University,2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Biosecure Ulva 30 days,3,30,daily,FSL,growth performance,Basal,Not applicable,18.5,59.31,0.485,0.97,4,Tank,Abfeed (Reference) 30 days,59.48,0.537,1.074,4,Tank,mm,Figure 3.3,No,NA,Mwangudza (2024),Final shell length,South Africa,0.01805649,0.016354746
RP,S005,S005.16,S005.G,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",Rhodes University,2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Not biosecure Ulva 30 days,3,30,daily,FSL,growth performance,Basal,Not applicable,18.5,64.85,0.375,0.75,4,Tank,Abfeed (Reference) 30 days,59.48,0.537,1.074,4,Tank,mm,Figure 3.3,No,NA,Mwangudza (2024),Final shell length,South Africa,0.01805649,0.01156515
RP,S005,S005.11,S005.H,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",Rhodes University,2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Biosecure Ulva 120 days,3,120,daily,FSL,growth performance,Basal,Not applicable,18.5,65.17,0.805,1.61,4,Tank,Abfeed (Reference) 120 days,63.18,0.86,1.72,4,Tank,mm,Figure 3.3,No,NA,Mwangudza (2024),Final shell length,South Africa,0.027223805,0.024704619
RP,S005,S005.17,S005.H,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",Rhodes University,2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Not biosecure Ulva 120 days,3,120,daily,FSL,growth performance,Basal,Not applicable,18.5,67.37,0.51,1.02,4,Tank,Abfeed (Reference) 120 days,63.18,0.86,1.72,4,Tank,mm,Figure 3.3,No,NA,Mwangudza (2024),Final shell length,South Africa,0.027223805,0.01514027
RP,S005,S005.12,S005.I,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",Rhodes University,2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Biosecure Ulva 150 days,3,150,daily,FSL,growth performance,Basal,Not applicable,18.5,66.4,0.805,1.61,4,Tank,Abfeed 150 days (Reference),65.65,0.805,1.61,4,Tank,mm,Figure 3.3,No,NA,Mwangudza (2024),Final shell length,South Africa,0.024523991,0.024246988
RP,S005,S005.18,S005.I,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",Rhodes University,2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Not biosecure Ulva 150 days,3,150,daily,FSL,growth performance,Basal,Not applicable,18.5,59.53,0.215,0.43,4,Tank,Abfeed 150 days (Reference),65.65,0.805,1.61,4,Tank,mm,Figure 3.3,No,NA,Mwangudza (2024),Final shell length,South Africa,0.024523991,0.007223249
RP,S006,S006.41,S006.B,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 IMTA,12,273,daily,SGR,growth performance,Basal,Not applicable,17.55,0.2,0.004472136,0.01,5,Tank,Abfeed®-S34 Control,0.2,0.004472136,0.01,5,Tank,%BW/day,Figure 5.3,No,NA,Falade (2023),Specific growth rate,South Africa,0.05,0.05
RP,S006,S006.42,S006.B,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 Non-IMTA,12,273,daily,SGR,growth performance,Basal,Not applicable,17.55,0.18,0.004472136,0.01,5,Tank,Abfeed®-S34 Control,0.2,0.004472136,0.01,5,Tank,%BW/day,Figure 5.3,No,NA,Falade (2023),Specific growth rate,South Africa,0.05,0.055555556
RP,S006,S006.32,S006.C,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U0.75,0.75,242,daily,SGR,growth performance,Basal,Not applicable,18.75,0.3,0.023094011,0.04,3,Tank,IMTA-U0,0.27,0.005773503,0.01,3,Tank,%BW/day,Figure 6.4,No,NA,Falade (2023),Specific growth rate,South Africa,0.037037037,0.133333333
