"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"AGTQFKFQ","thesis","1992","Lleonart, Mark","A gonad conditioning study of the greenlip abalone (Haliotis laevigata)","","","","","https://doi.org/10.25959/23231642.v1","","1992-01-01","2025-10-09 23:52:44","2025-10-09 23:52:44","","","","","","","","","","","","","","","","","","","","COinS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VNUTQNK4","thesis","2024","Crimp, James","Effect of macroalgae diet on growth rate and nutrition of the pinto abalone, Haliotis kamtschatkana","","","","","https://hdl.handle.net/11122/15494","","2024-08","2025-10-09 23:52:44","2025-10-09 23:52:44","","","","","","","","","","","","","","","","","","","","COinS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6B6EMXCE","thesis","2013","McCowan, Thomas Allister","Genetic approaches to management of New Zealand’s blackfoot pāua, Haliotis iris","","","","","http://hdl.handle.net/10523/4138","","2013-07-14","2025-10-09 23:52:44","2025-10-09 23:52:44","","","","","","","","","","","","","University of Otago","","","","","","","COinS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PJNWQF3V","thesis","2023","Van Schalkwyk, Mighael","Hydrolysed insect proteins as fish meal alternatives in the diets of South African abalone (Haliotis midae)","","","","","https://scholar.sun.ac.za/handle/10019.1/128989","","2023-11-28","2025-10-09 23:52:44","2025-10-09 23:52:44","","","","","","","","","","","","","Stellenbosch : Stellenbosch University","","","","","","","COinS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"245XF9T6","thesis","2017","Greenwell, Claire","Octopus as predators of Haliotis laevigata on an abalone sea ranch of south-western Australia","","","","","https://researchrepository.murdoch.edu.au/id/eprint/40198/","","2017","2025-10-09 23:52:44","2025-10-09 23:52:44","","","","","","","","","","","","","","","","","","","","COinS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RKFVYRLM","thesis","2024","Smith, Jennifer Elizabeth","Prey choice and consumption of range-extending, barren-forming sea urchins by the southern rock lobster in Tasmania, Australia","","","","","https://doi.org/10.25959/29084255.v1","","2024-12-18","2025-10-09 23:52:44","2025-10-09 23:52:44","","","","","","","","","","","","","","","","","","","","COinS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2F3A5RWC","thesis","1998","Picos García, Cecilia","Proteasas digestivas de juveniles de abulón azul Haliotis fulgens (Philippi, 1845)","","","","","http://www.repositoriodigital.ipn.mx/handle/123456789/15024","","1998","2025-10-09 23:52:44","2025-10-09 23:52:44","","","","","","","","","","","","","Instituto Politécnico Nacional. Centro Interdisciplinario de Ciencias Marinas","","","","","","","COinS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HT4C7KT5","thesis","1995","Hindrum, S. M.","Response of blacklip (Haliotis rubra) and greenlip abalone (Haliotis laevigata) to a range of dietary ingredients. Food intake and temporal effects on direct digestibility and consumption.","","","","","https://doi.org/10.25959/23221646.v1","","1995-01-01","2025-10-09 23:52:44","2025-10-09 23:52:44","","","","","","","","","","","","","","","","","","","","COinS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9G4KWTX4","thesis","2001","Kemp, Robert Charles","The effect of diet on intestinal structure and function in the abalone (Haliotis laevegata) / Robert Kemp.","","","","","http://hdl.handle.net/2440/22275","","2001","2025-10-09 23:52:44","2025-10-09 23:52:44","","","","","","","","","","","","","","","","","","","","COinS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SZEJNTVI","thesis","1998","Picos García, Cecilia","Proteasas digestivas de juveniles de abulón azul Haliotis fulgens (Philippi, 1845)","","","","","http://www.repositoriodigital.ipn.mx/handle/123456789/15024","","1998","2025-10-09 23:52:52","2025-10-09 23:52:52","","","","","","","","","","","","","Instituto Politécnico Nacional. Centro Interdisciplinario de Ciencias Marinas","","","","","","","COinS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M5I7FIRP","thesis","1995","Hindrum, S. M.","Response of blacklip (Haliotis rubra) and greenlip abalone (Haliotis laevigata) to a range of dietary ingredients. Food intake and temporal effects on direct digestibility and consumption.","","","","","https://doi.org/10.25959/23221646.v1","","1995-01-01","2025-10-09 23:52:52","2025-10-09 23:52:52","","","","","","","","","","","","","","","","","","","","COinS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLPMLIXV","thesis","2001","Kemp, Robert Charles","The effect of diet on intestinal structure and function in the abalone (Haliotis laevegata) / Robert Kemp.","","","","","http://hdl.handle.net/2440/22275","","2001","2025-10-09 23:52:52","2025-10-09 23:52:52","","","","","","","","","","","","","","","","","","","","COinS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IQ6RU2DX","thesis","2539","โชคชัยไพศาล, ฐิฏิมา","ระดับและแหล่งของไขมันที่เหมาะสมในอาหารสำเร็จรูป ของหอยเป๋าฮื้อวัยรุ่น Haliotis ovina และHaliotis varia ; Optimal level and source of lipid in artificial diets for juvenile abalone Haliotis ovina and Haliotis varia","","","","","http://cuir.car.chula.ac.th/handle/123456789/35094","","2539","2025-10-09 23:52:52","2025-10-09 23:52:52","","","","","","","","","","","","","จุฬาลงกรณ์มหาวิทยาลัย","","","","","","","COinS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
