reviewer_initials,study_ID,ES_ID,full_citation,publication_year,publication_type,country,random_assignment,blind_measurement,protocol_registration,raw_data_availability,source_code_availability,funding_disclosed,funding_potential_COI,funding_potential_COI_comment,COI_disclosed,species,initial_size_g,experimental_system,experimental_unit,intervention_species,intervention_preparation,treatment_name,intervention_dose,study_duration_days,feeding_conditions,outcome,outcome_category,study_conditions,challenge_category,water_temperature,treatment_mean,treatment_SE,treatment_SD,treatment_n,treatment_n_description,control_group_ID,control_mean,control_SE,control_SD,control_n,control_n_description,units,"data_source
",proportional_data,Comment,short_citation,outcome_long,country_standardised,control_CV,treatment_CV
RP,S005,S005.18,"Mwangudza, P. (2024). Assessment and Mitigation of Biosecurity Risks Associated with Macroalgae Inclusion in Farmed Abalone Diets in South Africa. Rhodes University.",2024,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva lacinulata,meal,Not biosecure Ulva 150 days,3,150,daily,FSL,growth performance,Basal,Not applicable,18.5,0.5953,0.00215,0.0043,4,Tank,Abfeed 150 days (Reference),0.6565000000000001,0.00805,0.0161,4,Tank,mm,Figure 3.3,No,NA,Mwangudza (2024),Final shell length,South Africa,0.024523990860624522,0.007223248782126658
RP,S006,S006.1,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 IMTA,12,273,daily,FCR,nutrient utilisation,Basal,Not applicable,17.55,0.0154,0.09,0.002,5,Tank,AbfeedÂ®-S34 Control,0.0108,0.04,9e-4,5,Tank,arbitrary units,Table 5.4,No,NA,Falade (2023),Feed conversion ratio,South Africa,0.08333333333333333,0.12987012987012986
RP,S006,S006.2,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 IMTA,12,273,daily,PER,nutrient utilisation,Basal,Not applicable,17.55,0.0194,0.11,0.0025,5,Tank,AbfeedÂ®-S34 Control,0.0274,0.11,0.0025,5,Tank,arbitrary units,Table 5.4,No,NA,Falade (2023),Protein efficiency ratio,South Africa,0.09124087591240876,0.12886597938144329
RP,S006,S006.3,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 IMTA,12,273,daily,SG,growth performance,Basal,Not applicable,17.55,0.0195,0.85,0.019,5,Tank,AbfeedÂ®-S34 Control,0.0202,0.1,0.0022,5,Tank,mm/month,Figure 5.3,No,NA,Falade (2023),Shell gain,South Africa,0.10891089108910892,0.9743589743589743
RP,S006,S006.4,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 Non-IMTA,12,273,daily,FCR,nutrient utilisation,Basal,Not applicable,17.55,0.0181,0.2,0.0045000000000000005,5,Tank,AbfeedÂ®-S34 Control,0.0108,0.04,9e-4,5,Tank,arbitrary units,Table 5.4,No,NA,Falade (2023),Feed conversion ratio,South Africa,0.08333333333333333,0.24861878453038674
RP,S006,S006.5,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 Non-IMTA,12,273,daily,PER,nutrient utilisation,Basal,Not applicable,17.55,0.0168,0.14,0.0031,5,Tank,AbfeedÂ®-S34 Control,0.0274,0.11,0.0025,5,Tank,arbitrary units,Table 5.4,No,NA,Falade (2023),Protein efficiency ratio,South Africa,0.09124087591240876,0.18452380952380953
RP,S006,S006.6,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 Non-IMTA,12,273,daily,SG,growth performance,Basal,Not applicable,17.55,0.0181,0.05,0.0011,5,Tank,AbfeedÂ®-S34 Control,0.0202,0.1,0.0022,5,Tank,mm/month,Figure 5.3,No,NA,Falade (2023),Shell gain,South Africa,0.10891089108910892,0.06077348066298342
RP,S006,S006.7,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U0.75,0.75,242,daily,FI,feed behaviour,Basal,Not applicable,18.75,0.061,0.0015588457268119898,0.0027,3,Tank,IMTA-U0,0.061200000000000004,0.001212435565298214,0.0021,3,Tank,%BW/day,Figure 6.1,No,NA,Falade (2023),Feed intake,South Africa,0.034313725490196074,0.04426229508196722
RP,S006,S006.8,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U1.5,1.5,242,daily,FI,feed behaviour,Basal,Not applicable,18.75,0.061200000000000004,0.001212435565298214,0.0021,3,Tank,IMTA-U0,0.061200000000000004,0.001212435565298214,0.0021,3,Tank,%BW/day,Figure 6.1,No,NA,Falade (2023),Feed intake,South Africa,0.034313725490196074,0.034313725490196074
RP,S006,S006.9,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U3,3,242,daily,FI,feed behaviour,Basal,Not applicable,18.75,0.0682,5.773502691896258e-4,0.001,3,Tank,IMTA-U0,0.061200000000000004,0.001212435565298214,0.0021,3,Tank,%BW/day,Figure 6.1,No,NA,Falade (2023),Feed intake,South Africa,0.034313725490196074,0.01466275659824047
RP,S006,S006.10,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U6,6,242,daily,FI,feed behaviour,Basal,Not applicable,18.75,0.0779,0.0016743157806499147,0.0029,3,Tank,IMTA-U0,0.061200000000000004,0.001212435565298214,0.0021,3,Tank,%BW/day,Figure 6.1,No,NA,Falade (2023),Feed intake,South Africa,0.034313725490196074,0.037227214377406934
RP,S006,S006.11,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U12,12,242,daily,FI,feed behaviour,Basal,Not applicable,18.75,0.0992,0.0016743157806499147,0.0029,3,Tank,IMTA-U0,0.061200000000000004,0.001212435565298214,0.0021,3,Tank,%BW/day,Figure 6.1,No,NA,Falade (2023),Feed intake,South Africa,0.034313725490196074,0.029233870967741934
RP,S006,S006.12,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U0.75,0.75,242,daily,PER,nutrient utilisation,Basal,Not applicable,18.75,0.0241,0.002078460969082653,0.0036,3,Tank,IMTA-U0,0.021400000000000002,0.0017320508075688774,0.003,3,Tank,arbitrary units,Figure 6.3,No,NA,Falade (2023),Protein efficiency ratio,South Africa,0.14018691588785046,0.14937759336099585
RP,S006,S006.13,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U1.5,1.5,242,daily,PER,nutrient utilisation,Basal,Not applicable,18.75,0.0252,0.001270170592217177,0.0022,3,Tank,IMTA-U0,0.021400000000000002,0.0017320508075688774,0.003,3,Tank,arbitrary units,Figure 6.3,No,NA,Falade (2023),Protein efficiency ratio,South Africa,0.14018691588785046,0.08730158730158731
RP,S006,S006.14,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U3,3,242,daily,PER,nutrient utilisation,Basal,Not applicable,18.75,0.0207,0.001096965511460289,0.0019,3,Tank,IMTA-U0,0.021400000000000002,0.0017320508075688774,0.003,3,Tank,arbitrary units,Figure 6.3,No,NA,Falade (2023),Protein efficiency ratio,South Africa,0.14018691588785046,0.09178743961352658
RP,S006,S006.15,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U6,6,242,daily,PER,nutrient utilisation,Basal,Not applicable,18.75,0.0176,0.001501110699893027,0.0026,3,Tank,IMTA-U0,0.021400000000000002,0.0017320508075688774,0.003,3,Tank,arbitrary units,Figure 6.3,No,NA,Falade (2023),Protein efficiency ratio,South Africa,0.14018691588785046,0.1477272727272727
RP,S006,S006.16,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U12,12,242,daily,PER,nutrient utilisation,Basal,Not applicable,18.75,0.0143,9.81495457622364e-4,0.0017000000000000001,3,Tank,IMTA-U0,0.021400000000000002,0.0017320508075688774,0.003,3,Tank,arbitrary units,Figure 6.3,No,NA,Falade (2023),Protein efficiency ratio,South Africa,0.14018691588785046,0.1188811188811189
RP,S006,S006.17,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U0.75,0.75,242,daily,FCR,nutrient utilisation,Basal,Not applicable,18.75,0.0167,0.0014433756729740645,0.0025,3,Tank,IMTA-U0,0.0179,0.0016743157806499147,0.0029,3,Tank,arbitrary units,Figure 6.2,No,NA,Falade (2023),Feed conversion ratio,South Africa,0.16201117318435754,0.14970059880239522
RP,S006,S006.18,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U1.5,1.5,242,daily,FCR,nutrient utilisation,Basal,Not applicable,18.75,0.0149,8.082903768654762e-4,0.0014000000000000002,3,Tank,IMTA-U0,0.0179,0.0016743157806499147,0.0029,3,Tank,arbitrary units,Figure 6.2,No,NA,Falade (2023),Feed conversion ratio,South Africa,0.16201117318435754,0.09395973154362418
RP,S006,S006.19,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U3,3,242,daily,FCR,nutrient utilisation,Basal,Not applicable,18.75,0.019,0.001212435565298214,0.0021,3,Tank,IMTA-U0,0.0179,0.0016743157806499147,0.0029,3,Tank,arbitrary units,Figure 6.2,No,NA,Falade (2023),Feed conversion ratio,South Africa,0.16201117318435754,0.11052631578947368
RP,S006,S006.20,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U6,6,242,daily,FCR,nutrient utilisation,Basal,Not applicable,18.75,0.0245,0.0022516660498395407,0.0039000000000000003,3,Tank,IMTA-U0,0.0179,0.0016743157806499147,0.0029,3,Tank,arbitrary units,Figure 6.2,No,NA,Falade (2023),Feed conversion ratio,South Africa,0.16201117318435754,0.15918367346938775
RP,S006,S006.21,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U12,12,242,daily,FCR,nutrient utilisation,Basal,Not applicable,18.75,0.0336,0.002424871130596428,0.0042,3,Tank,IMTA-U0,0.0179,0.0016743157806499147,0.0029,3,Tank,arbitrary units,Figure 6.2,No,NA,Falade (2023),Feed conversion ratio,South Africa,0.16201117318435754,0.125
RP,S006,S006.22,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U0.75,0.75,242,daily,FSL,growth performance,Basal,Not applicable,18.75,0.7069,0.007967433714816835,0.0138,3,Tank,IMTA-U0,0.7056,0.002540341184434354,0.0044,3,Tank,mm,Figure 6.4,No,NA,Falade (2023),Final shell length,South Africa,0.006235827664399093,0.019521855990946385
RP,S006,S006.23,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U1.5,1.5,242,daily,FSL,growth performance,Basal,Not applicable,18.75,0.732,0.0014433756729740645,0.0025,3,Tank,IMTA-U0,0.7056,0.002540341184434354,0.0044,3,Tank,mm,Figure 6.4,No,NA,Falade (2023),Final shell length,South Africa,0.006235827664399093,0.0034153005464480878
RP,S006,S006.24,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U3,3,242,daily,FSL,growth performance,Basal,Not applicable,18.75,0.7368000000000001,0.004792007234273895,0.0083,3,Tank,IMTA-U0,0.7056,0.002540341184434354,0.0044,3,Tank,mm,Figure 6.4,No,NA,Falade (2023),Final shell length,South Africa,0.006235827664399093,0.011264929424538543
RP,S006,S006.25,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U6,6,242,daily,FSL,growth performance,Basal,Not applicable,18.75,0.7439,0.004445597072760119,0.0077,3,Tank,IMTA-U0,0.7056,0.002540341184434354,0.0044,3,Tank,mm,Figure 6.4,No,NA,Falade (2023),Final shell length,South Africa,0.006235827664399093,0.010350853609356097
RP,S006,S006.26,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U12,12,242,daily,FSL,growth performance,Basal,Not applicable,18.75,0.7252,0.00202072594216369,0.0034999999999999996,3,Tank,IMTA-U0,0.7056,0.002540341184434354,0.0044,3,Tank,mm,Figure 6.4,No,NA,Falade (2023),Final shell length,South Africa,0.006235827664399093,0.004826254826254826
RP,S006,S006.27,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U0.75,0.75,242,daily,CF,growth performance,Basal,Not applicable,18.75,0.0124,2.3094010767585034e-4,4e-4,3,Tank,IMTA-U0,0.0124,1.7320508075688773e-4,3e-4,3,Tank,arbitrary units,Figure 6.4,No,NA,Falade (2023),Condition factor,South Africa,0.024193548387096774,0.03225806451612904
RP,S006,S006.28,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U1.5,1.5,242,daily,CF,growth performance,Basal,Not applicable,18.75,0.0126,2.3094010767585034e-4,4e-4,3,Tank,IMTA-U0,0.0124,1.7320508075688773e-4,3e-4,3,Tank,arbitrary units,Figure 6.4,No,NA,Falade (2023),Condition factor,South Africa,0.024193548387096774,0.031746031746031744
RP,S006,S006.29,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U3,3,242,daily,CF,growth performance,Basal,Not applicable,18.75,0.0132,6.350852961085885e-4,0.0011,3,Tank,IMTA-U0,0.0124,1.7320508075688773e-4,3e-4,3,Tank,arbitrary units,Figure 6.4,No,NA,Falade (2023),Condition factor,South Africa,0.024193548387096774,0.08333333333333334
RP,S006,S006.30,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U6,6,242,daily,CF,growth performance,Basal,Not applicable,18.75,0.0123,5.7735026918962585e-5,1e-4,3,Tank,IMTA-U0,0.0124,1.7320508075688773e-4,3e-4,3,Tank,arbitrary units,Figure 6.4,No,NA,Falade (2023),Condition factor,South Africa,0.024193548387096774,0.008130081300813009
RP,S006,S006.31,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U12,12,242,daily,CF,growth performance,Basal,Not applicable,18.75,0.0123,1.1547005383792517e-4,2e-4,3,Tank,IMTA-U0,0.0124,1.7320508075688773e-4,3e-4,3,Tank,arbitrary units,Figure 6.4,No,NA,Falade (2023),Condition factor,South Africa,0.024193548387096774,0.016260162601626018
RP,S006,S006.32,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U0.75,0.75,242,daily,SGR,growth performance,Basal,Not applicable,18.75,0.06,2.3094010767585034e-4,4e-4,3,Tank,IMTA-U0,0.0027,5.7735026918962585e-5,1e-4,3,Tank,%BW/day,Figure 6.4,No,NA,Falade (2023),Specific growth rate,South Africa,0.037037037037037035,0.006666666666666667
RP,S006,S006.33,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U1.5,1.5,242,daily,SGR,growth performance,Basal,Not applicable,18.75,0.0033,5.7735026918962585e-5,1e-4,3,Tank,IMTA-U0,0.0027,5.7735026918962585e-5,1e-4,3,Tank,%BW/day,Figure 6.4,No,NA,Falade (2023),Specific growth rate,South Africa,0.037037037037037035,0.030303030303030304
RP,S006,S006.34,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U3,3,242,daily,SGR,growth performance,Basal,Not applicable,18.75,0.0034000000000000002,5.7735026918962585e-5,1e-4,3,Tank,IMTA-U0,0.0027,5.7735026918962585e-5,1e-4,3,Tank,%BW/day,Figure 6.4,No,NA,Falade (2023),Specific growth rate,South Africa,0.037037037037037035,0.029411764705882353
RP,S006,S006.35,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U6,6,242,daily,SGR,growth performance,Basal,Not applicable,18.75,0.0034000000000000002,5.7735026918962585e-5,1e-4,3,Tank,IMTA-U0,0.0027,5.7735026918962585e-5,1e-4,3,Tank,%BW/day,Figure 6.4,No,NA,Falade (2023),Specific growth rate,South Africa,0.037037037037037035,0.029411764705882353
RP,S006,S006.36,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U12,12,242,daily,SGR,growth performance,Basal,Not applicable,18.75,0.003,5.7735026918962585e-5,1e-4,3,Tank,IMTA-U0,0.0027,5.7735026918962585e-5,1e-4,3,Tank,%BW/day,Figure 6.4,No,NA,Falade (2023),Specific growth rate,South Africa,0.037037037037037035,0.03333333333333333
RP,S006,S006.37,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 Non-IMTA,12,273,daily,CF,growth performance,Basal,Not applicable,17.55,0.01,4.4721359549995795e-5,1e-4,5,Tank,AbfeedÂ®-S34 Control,0.0101,4.4721359549995795e-5,1e-4,5,Tank,arbitrary units,Figure 5.3,No,NA,Falade (2023),Condition factor,South Africa,0.009900990099009901,0.01
RP,S006,S006.38,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 IMTA,12,273,daily,CF,growth performance,Basal,Not applicable,17.55,0.0102,8.944271909999159e-5,2e-4,5,Tank,AbfeedÂ®-S34 Control,0.0101,4.4721359549995795e-5,1e-4,5,Tank,arbitrary units,Figure 5.3,No,NA,Falade (2023),Condition factor,South Africa,0.009900990099009901,0.0196078431372549
