Authors,Author.full.names,Title,Year,Source.title,Volume,Issue,Art..No.,Page.start,Page.end,DOI,Link,Abstract,Open.Access,Source,EID
"N., Won, Nam-il; T., Kawamura, Tomohiko; T., Onitsuka, Toshihiro; J., Hayakawa, Jun; S., Watanabe, Satoshi; T., Horii, Toyomitsu; H., Takami, Hideki; Y., Watanabe, Yoshirou","Won, Nam-il (22636254100); Kawamura, Tomohiko (7401948531); Onitsuka, Toshihiro (16203747400); Hayakawa, Jun (36080664800); Watanabe, Satoshi (57188962560); Horii, Toyomitsu (16202263300); Takami, Hideki (36004499400); Watanabe, Yoshirou (55509767700)","Community and trophic structures of abalone Haliotis diversicolor habitat in Sagami Bay, Japan",2007,Fisheries Science,73,5,,1123,1136,10.1111/j.1444-2906.2007.01444.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35148818314&doi=10.1111%2Fj.1444-2906.2007.01444.x&partnerID=40&md5=b4f59733d54943ffee6bffc293b584a3,"The community and trophic structures of the subtidal habitat of the abalone Haliotis diversicolor were examined in Nagai, Sagami Bay, Japan. Conventional community indices showed no significant differences among three sampling stations. The overall continuum of stable isotope ratios was structured into three different trophic linkages: (i) brown algae-dependent benthic food chain; (ii) red algae-dependent benthic food chain; and (iii) planktonic food chain. Brown algae and red algae likely play different roles with respect to carbon sources in the habitat. Conventional fractionation values indicated that the abalone H. diversicolor (δ13C = -12.4 ± 1.0‰, δ15N = 9.3 ± 0.5‰) feeds on the lamina of Undaria pinnatifida during juvenile and adult stages (8.0-65.6 mm shell length). Stable isotope signatures suggested that the juveniles of other abalone species as well as some amphipods and a sea cucumber Holothuria decorata are competitors of H. diversicolor, whereas some Muricidae gastropods such as Thais bronni and Ergalatax contractus are predators. The isotopic differences among macroalgal species and the subsequent transfer to consumers indicate that stable isotopic analysis is an effective means of studying food webs in an open rocky shore community with little influence from external primary production such as terrestrial vegetation. © 2007 Japanese Society of Fisheries Science. © 2008 Elsevier B.V., All rights reserved.",,Scopus,2-s2.0-35148818314
"A.J., Smit, Albertus J.; D.V., Robertson-Andersson, Deborah Vivienne; S.K.C., Peall, Sue K.C.; J.J., Bolton, John J.","Smit, Albertus J. (7103114576); Robertson-Andersson, Deborah Vivienne (13612606200); Peall, Sue K.C. (6603250779); Bolton, John J. (7201456982)","Dimethylsulfoniopropionate (DMSP) accumulation in abalone Haliotis midae (Mollusca: Prosobranchia) after consumption of various diets, and consequences for aquaculture",2007,Aquaculture,269,1-Apr,,377,389,10.1016/j.aquaculture.2007.03.034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447306280&doi=10.1016%2Fj.aquaculture.2007.03.034&partnerID=40&md5=55e80ea714478e06d0bdef2574cd2b77,"Macroalgae, some of which produce dimethylsulfoniopropionate (DMSP), are important feeds for aquacultured abalone Haliotis midae Linnaeus. DMSP levels were high in Ulva lactuca Linnaeus (up to 6977 ± 1161 μg g- 1, mean ± 1 SD) but low in Gracilaria gracilis (Stackhouse) Steentoft et Farnham and the kelp Ecklonia maxima (Osbeck) Papenfuss (0.8 ± 0.3 to 26.8 ± 20.6 μg g- 1), and increased in abalone tissue after feeding on these algae. A volatile breakdown product of DMSP, dimethylsulfide (DMS), was formed in abalone during canning, causing repellent tastes and odours in some batches of canned meat. Abalone adductor muscle displayed high DMSP concentrations compared to other tissues. Further, the feeding regime determined the level to which DMSP accumulated: abalone previously fed Ulva accumulated DMSP to 16162 ± 3408 μg g- 1. This was higher than in wild-collected abalone (471 ±339 μg g- 1) or those fed with manufactured feeds (up to 46.2 ± 9.6 μg g- 1) or Ecklonia (198 ± 73 μg g- 1). A depuration phase prior to processing allowed for the reduction of tissue DMSP levels to those seen in wild abalone. Knowing the DMSP levels in feeds and its behaviour in abalone tissue will lead to the development of new strategies for controlling abalone taste characteristics. © 2007 Elsevier B.V. All rights reserved. © 2009 Elsevier B.V., All rights reserved.",,Scopus,2-s2.0-34447306280
"L., Pereira, Luis; S., Rasse, Salvador","Pereira, Luis (21934839500); Rasse, Salvador (21935025000)",Evaluation of growth and survival of juveniles of the Japanese abalone Haliotis discus hannai in two culture systems suspended in tanks,2007,Journal of Shellfish Research,26,3,,769,776,10.2983/0730-8000(2007)26[769:EOGASO]2.0.CO;2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34648833319&doi=10.2983%2F0730-8000%282007%2926%5B769%3AEOGASO%5D2.0.CO%3B2&partnerID=40&md5=7a7d81c552237ef1cb5c0822a2997f7c,"Growth and survival of the Japanese abalone Haliotis discus hannai were studied over a six-month period at the Center for Abalone Production, Universidad Católica del Norte, Coquimbo, Chile. Cultures were carried out in lantern and basket nets suspended in seawater tanks having a constant flow of fresh seawater from La Herradura Bay. A total of 900 juveniles were observed, starting with individuals having an average length of 20 mm. The abalone juveniles were fed with two species of macroalgae, half of which was Gracilaria chilensis, and the other was half Ulva sp (mass basis), fed ad libitum. Artificial pelletized food was fed as a supplement, at a rate of 2% of the body mass of the abalones daily. Water quality in the cultures was monitored twice daily, included water temperature, pH, dissolved oxygen, and water flow rate. The average survival of the abalones at the termination of the experimental period was 96.2% in the lantern nets, and 94.6% in the culture baskets, although these differences were not statistically significant (P > 0.05; nested ANOVA). The highest mean specific growth rates were obtained in the lantern net systems with rates of 0.34% per day in length and 1.02% per day in weight; comparative values for the basket systems were 0.31% per day and 0.86% per day. Higher growth rates for weight and length of the shell were obtained in the lantern systems than in the basket culture systems. An analysis of covariance of values for growth in weight and length of the abalones showed significant differences between results from the lantern and basket systems (P < 0.05). Based on the results of the study, the lantern systems should be considered as an interesting alternative for the culture of Haliotis discus hannai both in land-based cultures, and at sea, because they have a larger carrying capacity for abalones compared with the baskets in the culture tanks and only occupy one third of the water column space. The lantern nets not only provided the best growth, but were also more economical, and easier to handle than the baskets. © 2008 Elsevier B.V., All rights reserved.",,Scopus,2-s2.0-34648833319
"L.W.S., Strain, Lachlan W.S.; A., Isdepsky, Andreas; M.A., Borowitzka, Michael A.; S., Daume, Sabine","Strain, Lachlan W.S. (13606131400); Isdepsky, Andreas (21934118300); Borowitzka, Michael A. (6701871582); Daume, Sabine (6602852703)",Three algal propagation methods assessed to create a rhodophyta diet for juvenile greenlip abalone (Haliotis laevigata) in the later nursery phase,2007,Journal of Shellfish Research,26,3,,737,744,10.2983/0730-8000(2007)26[737:TAPMAT]2.0.CO;2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34648830929&doi=10.2983%2F0730-8000%282007%2926%5B737%3ATAPMAT%5D2.0.CO%3B2&partnerID=40&md5=638f93b1ccb6419be9adf15962f0055f,"A variety of red algal species have been identified as potential food sources for juvenile Greenlip Abalone, Haliotis laevigata (>5 mm shell length). To provide the red algal species in a diet suitable for juvenile abalone three propagation methods; spore production, protoplast isolation, and fragment culture were investigated. The potential algae requirements and consumable costs for each propagation method were determined, using experimental data and values from the literature, to assess the viability of utilizing each of these propagation methods in a commercial abalone nursery. The use of red algal spores required 592-52,000 kg of algae, depending on the level of spore release and the percentage of fertile algal thalli collected. Protoplast isolation reduced the amount of algal biomass to 8.55-910 kg but was affected by the efficiency of the isolation procedure. Even at an efficient production of 1 × 108 protoplasts·g-1 wet weight alga the cost of consumables (enzymes) was $US 13,576. A feeding trial utilizing Laureneia sp. fragments adhered to the plates using agar, produced juvenile abalone growth rates comparable to those obtained with the current commercial nursery diet of the green alga Ulvella lens plus the diatom Navicula cf. jeffreyi. The Laurencia fragments did not regenerate on the plates so it was reapplied weekly, which is not feasible on a commercial scale because it would require 10.6 t of Laureneia and 443 kg of agar at a cost of $US 34,899. Gracilaria sp. fragments were able to regenerate with a growth rate of 4.42%·day-1 and therefore the algal fragments would only need to be applied to the PVC plates once, at the start of the later nursery phase (5 mm SL), reducing the amount of algal biomass to 432 kg. We therefore conclude that regenerating fragment culture (fragments <1 mm) is the only method that could successfully produce red algal diets for juvenile abalone on a commercial scale in the later nursery phase. © 2008 Elsevier B.V., All rights reserved.",,Scopus,2-s2.0-34648830929
"R.A., Flores-Aguilar, Roberto A.; A., Gutiérrez, Alfonso; A., Ellwanger, Andrés; R., Searcy-Bernal, Ricardo","Flores-Aguilar, Roberto A. (6504041015); Gutiérrez, Alfonso (57198347942); Ellwanger, Andrés (21933772100); Searcy-Bernal, Ricardo (6602696521)",Development and current status of abalone aquaculture in Chile,2007,Journal of Shellfish Research,26,3,,705,711,10.2983/0730-8000(2007)26[705:DACSOA]2.0.CO;2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34648827906&doi=10.2983%2F0730-8000%282007%2926%5B705%3ADACSOA%5D2.0.CO%3B2&partnerID=40&md5=7bed3abb9399671ee8b8b4aa554f5ef2,"Abalone aquaculture is rapidly developing in Chile although this mollusc does not occur naturally in this country. The red abalone Haliotis rufescens was introduced in 1977 and the ezo abalone Haliotis discus hannai in 1982. After several years of research and development, the industry began in 1992 and Chile is currently the fifth producer of cultured abalone in the world with 304 tons in 2006. Twenty five companies are involved in this Chilean industry, culturing mainly red abalone. Most of the farms in the North include hatcheries and land-based grow-out operations, whereas most of the in-water grow-out facilities are located in the South. All farms in Chile use algae as the main food for growing abalone, but artificial feeds are also used in some land-based operations in the North. The average size of abalone harvested in Chile is 8 cm (100-120 g) after 3-5 y in culture systems. Whole frozen abalone (shell on) is the most important form of this Chilean product (82% in 2006) and the main market is Japan (90.2%). Abalone production has increased at a rate of around 50% per annum over the last 3 y. This development is expected to continue in the next years, fostered by favorable geographic, economic, and environmental conditions as well as an important government support to invest in abalone. A survey among producers revealed that feed availability and quality is currently considered a key issue to further develop this industry in Chile. © 2008 Elsevier B.V., All rights reserved.",,Scopus,2-s2.0-34648827906
"S., Daume, Sabine; M.S., Davidson, Mark S.; S.G., Ryan, Stephen G.; F., Parker, Fiona","Daume, Sabine (6602852703); Davidson, Mark S. (7401858138); Ryan, Stephen G. (7202072979); Parker, Fiona (21934585600)",Comparisons of rearing systems based on algae or formulated feed for juvenile greenlip abalone (Haliotis laevigata),2007,Journal of Shellfish Research,26,3,,729,735,10.2983/0730-8000(2007)26[729:CORSBO]2.0.CO;2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34648816223&doi=10.2983%2F0730-8000%282007%2926%5B729%3ACORSBO%5D2.0.CO%3B2&partnerID=40&md5=72316fb0659310be12f6e922fbfb1227,"In most commercial abalone nurseries worldwide, algal biomass grown on vertical plates becomes inadequate once juvenile abalone reach about 5 mm in shell length. At that stage animals need to be moved into a different tank system and weaned onto a formulated feed or alternative algal diets consisting of diatoms or macroalgae that can provide more biomass for the growing juveniles. Two trials were conducted to compare the growth and survival of juvenile greenlip abalone (5.9 ± 0.6 and 7.1 ± 0.1 mm in initial shell length) in two rearing systems: (1) shallower tanks with or without horizontal shelter, feeding a commercial formulated feed on horizontal surfaces; (2) deeper tanks with plate system feeding algal diets. The second experiment included two algal diets and two abalone stocking densities for one of the algal diets. The first experiment revealed that the algal diet consisting of Ulvella lens produced the best growth rates during the first 4 wk of the experiment, when juveniles reached about 9 mm in shell length and seawater temperatures averaged 20.1°C. Growth rates on the Ulvella diet declined rapidly thereafter, whereas growth rates on formulated feeds increased, coinciding with a decrease in seawater temperature to 15.2°C at the end of the experiment. The formulated feed produced high growth rates (over 75 μm day-1) once juveniles reached 7 mm in shell length. In the second experiment, the algal diet that included germlings of the green alga Ulva sp. produced the highest growth rates (105 μm day-1), indicating that Ulva sp. germlings are a suitable additional food source for juvenile greenlip abalone. Growth rates were particularly high towards the end of the experiment when seawater temperatures were above 19°C. Juveniles stocked at higher density (80 juveniles per plate) feeding on one of the algal diets showed reduced growth rates and overall lower average weight gain per individual compared with the juveniles stocked at low density and juveniles in the tank system feeding on formulated diet. In both experiments the survival was higher on the algal diets (77% to 82%) than on the formulated feed (62% to 65%). Culturing and maintaining algae for larger juveniles in the nursery system involved more labor, compared with the tank systems feeding formulated feed, suggesting that in higher labor cost countries, juveniles should be weaned onto a formulated feed as early as possible. We recommend moving animals into a tank system to feed formulated feed once they reach 7 mm in shell length. The weaning process can be delayed (e.g., to 17 mm shell length) by supplementing with macroalgal germlings if the seawater temperature is high and high mortality is expected when weaning onto formulated diets. The algal diet including Ulva sp. germlings produced particularly high growth rates when seawater temperature was above 19°C. © 2008 Elsevier B.V., All rights reserved.",,Scopus,2-s2.0-34648816223
"R.D., Roberts, Rodney D.; T., Kawamura, Tomohiko; C.M., Handley, Christine M.","Roberts, Rodney D. (7404280485); Kawamura, Tomohiko (7401948531); Handley, Christine M. (23024653600)",Factors affecting settlement of abalone (Haliotis iris) larvae on benthic diatom films,2007,Journal of Shellfish Research,26,2,,323,334,10.2983/0730-8000(2007)26[323:FASOAH]2.0.CO;2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36649034279&doi=10.2983%2F0730-8000%282007%2926%5B323%3AFASOAH%5D2.0.CO%3B2&partnerID=40&md5=c842e7f0e382e8bfc857973453f055ad,"Diatoms are widely used in abalone hatcheries to induce larval settlement (=attachment and metamorphosis) but there are few data on the factors that influence their effectiveness as settlement cues. Of 16 diatom strains tested in Experiment 1, half induced ≥80% attachment and >50% metamorphosis within 4 days. Settlement success did not correlate significantly with diatom abundance or adhesive strength (P > 0.05). Several diatom strains interfered with settlement. Examples included (1) smothering by highly mobile diatoms (Nitzschia longissima); (2) shells becoming stuck to sticky secretions (Navicula britannica, Achnanthes longipes); and (3) unstable diatom cells preventing pedal attachment (Licmophora sp.). In Experiment 2, only 1 of 15 diatom strains induced over 70% metamorphosis, and three others induced 22-36% metamorphosis, within 4 days. Older cultures of a strain induced higher attachment and metamorphosis than younger cultures of the same strain (P < 0.001), but some old cultures still gave poor settlement. For the young diatom cultures, larval attachment correlated positively with diatom percent cover (r = 0.89, P < 0.05), and metamorphosis with the growth phase of the diatom film (r = 0.91, P < 0.05). Experiments 3-5 examined the role of bacteria in settlement induction by diatom films. In Experiment 3, films of 8 diatom species from Experiment 1 were regrown from ∼6 individually isolated and rinsed cells, likely altering the associated bacterial flora. Metamorphosis was 179 fold lower on average than in Experiment 1 (P < 0.0001), but attachment and diatom density were not significantly different (P = 0.87 and P = 0.75 respectively). In Experiment 4, Nitzschia ovalis grown and assayed with antibiotics had lower metamorphosis after 2 days than the same strain grown and assayed without antibiotics (6 vs 64%, P = 0.004), whereas attachment after 2 days did not differ (94 versus 92%, P = 0.49). In Experiment 5 bacteria from a Nitzschia ovalis culture induced as much attachment and metamorphosis as the intact diatom film, whereas cell-free supernatant was much less effective. The presence of antibiotics in settlement assays reduced attachment and metamorphosis by biofilms, but not by coralline algae (Phymatolithon repandum) or GABA. In Experiment 5 metamorphosis on diatoms and bacteria occurred gradually over 2 wk, whereas on coralline algae and GABA it occurred within a few days. This study suggests that many diatoms cue rapid larval attachment, but few induce consistently strong metamorphosis within 4 days in laboratory conditions. The bacteria present in diatom films affect the settlement-inducing activity of the film in at least some cases. The effectiveness of diatom films was generally higher for more mature films but overall, physical factors explained little of the variation in the activity of diatoms. © 2008 Elsevier B.V., All rights reserved.",,Scopus,2-s2.0-36649034279
"S.E.N., Ben Slama, Saoussen E.N.; D., Menif, Domia; O.K., Ben-Hassine, Oum Kalthoum","Ben Slama, Saoussen E.N. (23487954900); Menif, Domia (23489750000); Ben-Hassine, Oum Kalthoum (6603654941)","Diet of the brown wrasse, Labrus merula (Labridae) of the northern coasts of Tunisia; Régime alimentaire de Labrus merula (Labridae) des côtes nord de Tunisie",2007,Cybium,31,2,,175,180,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38949175950&partnerID=40&md5=c0dd7233424c4fddb4b336b84d159755,"The diet of the brown wrasse, Labrus merula (Linnaeus, 1758), was studied by the analysis of the stomach contents of 120 specimens sampled from the north of Tunisian coasts between September 2004 and august 2005. All specimens were captured by trammel nets. As the feeding ecology of the brown wrasse is still unknown in the southern coasts of the Mediterranean Sea, the main purpose of this paper was to provide a qualitative and quantitative description of the brown wrasse trophic behaviour. 23.33% of the investigated specimens had empty stomachs. There were no significative variation of the vacuity index depending on sex and length. The minimal values registered during the rest period showed the compensation of the energy loss. The preys were generally composed by benthic invertebrates. The major food categories are crustaceans decapods (Pagurus oculatus and Pagurus anachoretus) and molluscan gastropods (Haliotis tuberculata, Jujubinus exasperatus, Gibbula divaricata and Calliostoma laugieri). The annelid polychaetes Pontogenia chrysocoma were frequently eaten as a secondary prey species. Despite its carnivorous character, the brown wrasse also consumes algae species (Antithamnion plumula) and seagrass such as Posidonia oceanica and Cymodocea nodosa. This accidental ingestion is probably due to the consumption of prey species confined in the seaweeds and the rocky substrata. The seasonal variations of the diet don't indicate any significative differences especially for the crustaceans and the molluscs groups. The secondary and complementary preys are ingested randomly. There was no relationship between dietary and length of maturity for males and females. However, only annelid group ingestion showed differences between mature and immature female diet. Although its main food is composed by crustaceans decapods and molluscs gastropods. Labrus merula is considered as a generalist predator feeding on a variety of preys. © 2018 Elsevier B.V., All rights reserved.",,Scopus,2-s2.0-38949175950
"J., Hayakawa, Jun; T., Kawamura, Tomohiko; T., Horii, Toyomitsu; Y., Watanabe, Yoshirou","Hayakawa, Jun (36080664800); Kawamura, Tomohiko (7401948531); Horii, Toyomitsu (16202263300); Watanabe, Yoshirou (55509767700)",Settlement of larval top shell Turbo (Batillus) cornutus in response to several marine algae,2007,Fisheries Science,73,2,,371,377,10.1111/j.1444-2906.2007.01344.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34147114384&doi=10.1111%2Fj.1444-2906.2007.01344.x&partnerID=40&md5=4046ebd6ea1f97aca5561b8fa04925de,"The settlement of larval top shell Turbo (Batillus) cornutus in response to seven macroalgal and three benthic diatom species was examined in the laboratory. The percentages of larval settlement differed significantly among algal species, and were significantly higher on two red algal species (Marginisporum crassissima, an articulated coralline alga, and Gelidium elegans, an agarophyte) than on the green algae, brown algae and benthic diatoms tested. Marginisporum crassissima induced larval settlement most strongly throughout the experiments. The percentage of larval settlement on a crustose coralline alga (unidentified species), which is known as a suitable substratum for abalone larvae, was much lower than on M. crassissima and G. elegans, which have morphologically complex growth forms. The percentage of settled individuals on ethanol-killed M. crassissima was much lower than on intact M. crassissima. The results indicate that physical structure is unlikely to be the main inducer of settlement; therefore, settlement of top shell larvae seems to be strongly induced by chemicals from the two red algal species. The specific distribution of juvenile top shell in the field may be at least partly determined by the strong induction of larval settlement by articulated coralline and gelidiacean algae. © 2007 Blackwell Publishing Asia Pty Ltd. © 2008 Elsevier B.V., All rights reserved.",,Scopus,2-s2.0-34147114384
"T., Chaki, Takamitsu; H., Kakimi, Hideto; A., Shibata, Akihiro; T., Baba, Takashi","Chaki, Takamitsu (15076806100); Kakimi, Hideto (15076682600); Shibata, Akihiro (57191353126); Baba, Takashi (51563234500)",Detection of alginate oligosaccharides from mollusks,2006,"Bioscience, Biotechnology and Biochemistry",70,11,,2793,2796,10.1271/bbb.60313,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751414532&doi=10.1271%2Fbbb.60313&partnerID=40&md5=29f00d7199403e55eb2b7715c41a3cea,"We attempted in this study to detect alginate oligosaccharides (AO) from mollusks. The samples used were digestive organs taken from turban shells and abalones which commonly ate brown algae. High-performance liquid chromatography (HPLC) and negative-ion electrospray ionization (ESI) quadrupole time-of-flight (Q-TOF) mass spectrometry (MS) analyses were used to confirm the presence of AO. Samples spiked with AO resulted in observable peaks where the HPLC area was increased. The highest content was estimated to be 401.8 mg/100 g of digestive organ. The product-ion data derived from AO molecular weight were detected at a constant interval by Q-TOF MS/MS analysis. These findings indicate that AO was present in the digestive organs of mollusks. © 2008 Elsevier B.V., All rights reserved.; MEDLINE® is the source for the MeSH terms of this document.",All Open Access; Bronze Open Access,Scopus,2-s2.0-33751414532
"I., Uriarte, Iker; R.D., Roberts, Rodney D.; A., Farías, Ana","Uriarte, Iker (58896607200); Roberts, Rodney D. (7404280485); Farías, Ana (7003305319)",The effect of nitrate supplementation on the biochemical composition of benthic diatoms and the growth and survival of post-larval abalone,2006,Aquaculture,261,1,,423,429,10.1016/j.aquaculture.2006.08.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750508561&doi=10.1016%2Fj.aquaculture.2006.08.007&partnerID=40&md5=641a153a7bed97bf3d429ebfd949984a,"Elevating the nitrogen concentration in microalgal growth media can elevate the protein content of the algae and consequently increase their dietary value to molluscs. This study examined the protein content, and dietary value to abalone post-larvae, of seven benthic diatoms acclimated to high-(""H"" = 49.4 mg NO<inf>3</inf>-N l- 1) and standard-nitrate (""S"" = 16.5 mg NO<inf>3</inf>-N l- 1) Walne medium. In Experiment 1, the level of nitrate in the culture medium did not significantly affect the protein content of Cocconeis sp., Cylindrotheca closterium or Nitzschia ovalis, and variation in the growth of post-larval Haliotis iris was not associated with nitrate level or the protein content of the diatoms. When the same six diatom diets were added daily as cell suspensions, growth and survival were much lower than for the equivalent strains fed as established films (P < 0.0001). In Experiment 2a, the protein content of Navicula incerta was elevated by nitrate supplementation, and the high nitrate strain retained a higher protein content (P = 0.005) even after 24 days growing in unenriched, flowing seawater. Haliotis rufescens post-larvae grew significantly faster when fed N. incerta H than when fed N. incerta S (P = 0.006) and survival was also higher with this diet (67 versus 54%). In Experiment 2b, there was no significant effect of nitrate level on protein content of four diatoms or the performance of post-larval H. rufescens. There was, however, a strong positive correlation (r = 0.95, P < 0.0001) between post-larval survival and the lipid content of the diatom diets. Post-larval growth showed positive, but marginally non-significant, relationships with diatom protein and carbohydrate, but no relationship with lipid content. Overall, only one of seven benthic diatom species acclimated to high-nitrate growth medium displayed significantly elevated protein content. Diatom protein content explained relatively little of the variation in food value of diatom strains for post-larval abalone but lipid content correlated strongly with post-larval survival. © 2006 Elsevier B.V. All rights reserved. © 2008 Elsevier B.V., All rights reserved.",,Scopus,2-s2.0-33750508561
"J.S., Pearse, John S.","Pearse, John S. (57206173297)",Ecological role of purple sea urchins,2006,Science,314,5801,,940,941,10.1126/science.1131888,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750975896&doi=10.1126%2Fscience.1131888&partnerID=40&md5=d713c20f7125784f06a14593b2abd582,"Sea urchins are major components of marine communities. Their grazing limits algal biomass, and they are preyed upon by many predators. Purple sea urchins (Strongylocentrotus purpuratus) are among the best studied species. They live in environments that alternate between two stable states: luxuriant, species-rich kelp forests and sea urchin-dominated ""barrens."" The transition from one state to the other can be initiated by several factors, including the abundance of algal food, predators, storm intensities, and incidence of disease. Purple sea urchins compete with other grazers, some of which are important fishery resources (such as abalones and red sea urchins), and they are harvested for scientific research. Revelations from their genome will lead to a better understanding of how they maintain their ecological importance, and may in turn enhance their economic potential. © 2008 Elsevier B.V., All rights reserved.; MEDLINE® is the source for the MeSH terms of this document.",,Scopus,2-s2.0-33750975896
"N.A., Paul, Nicholas A.; R., de Nys, R.; P.D., Steinberg, Peter D.","Paul, Nicholas A. (12789579500); de Nys, R. (7004519521); Steinberg, Peter D. (7102612386)",Seaweed-herbivore interactions at a small scale: Direct tests of feeding deterrence by filamentous algae,2006,Marine Ecology Progress Series,323,,,1,9,10.3354/meps323001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750630858&doi=10.3354%2Fmeps323001&partnerID=40&md5=a8efc973cf2fd7e1ca12580b1d9840e5,"High growth rates and temporal or spatial opportunism are considered central to the success of filamentous algae, in particular for escaping or minimising the effects of herbivory. However, the role of chemical defences in filamentous algae has received far less attention. We investigated possible chemical feeding deterrence by filamentous red algae that have conspicuous cellular inclusions (Asparagopsis armata, Anotrichium tenue and Balliella amphiglanda) and 2 others without inclusions (Callithamnion korfense and Ulva sp.). The 3 algae with cellular inclusions were consumed at lower rates by a generalist amphipod, Hyale nigra, than the other 2 algae. To determine the potential role of chemical defences for A. armata, we conducted tests against herbivores using algae in which the production of halogenated metabolites was manipulated. This manipulation had no effect on carbon and nitrogen values of the algae, and allowed us to directly test the role of algal secondary metabolites in defence against herbivores without using artificial diets. Bromide (+) algae (with halogenated metabolites) deterred grazing by 2 mesograzers (Hyale nigra and juvenile abalone Haliotis rubra), which consumed up to 4 times more bromide (-) (metabolite-free) algae than bromide (+) algae. Juveniles of the sea hare Aplysia parvula were not deterred by the chemical defences in bromide (+) A. armata. In field assays, artificial diets containing a crude extract of A. armata were also active against herbivores. Although functional form models typically predict that tolerance - not resistance - should be the key defensive strategy for marine algae with simple architecture, this study demonstrates that resistance traits may also be important and more broadly utilised in filamentous species. © Inter-Research 2006. © 2011 Elsevier B.V., All rights reserved.",All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-33750630858
"R.J., Anderson, Robert J.; M.D., Rothman, Mark D.; A., Share, A.; H., Drummond, H.","Anderson, Robert J. (55362274300); Rothman, Mark D. (15136596100); Share, A. (6507082247); Drummond, H. (15135916800)","Harvesting of the kelp Ecklonia maxima in South Africa affects its three obligate, red algal epiphytes",2006,Journal of Applied Phycology,18,3-May,,343,349,10.1007/s10811-006-9037-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845421114&doi=10.1007%2Fs10811-006-9037-7&partnerID=40&md5=ccdb5630f4e5348b71b2dc21c62ef67a,"In South Africa, more than 7000 t (f wt) of kelp (Ecklonia maxima) fronds are harvested annually to feed cultured abalone. Carpoblepharis flaccida, Gelidium vittatum and Polysiphonia virgata are conspicuous red algal epiphytes on older kelps and provide habitat and food for numerous animals. Over 4.5 y, we examined the effects of one destructive harvest of E. maxima on these 3 epiphytes. Two 20 x 20 m plots of kelp with similar epiphyte loads were demarcated. In one, all E. maxima sporophytes with stipes longer than 50 cm were harvested. The other plot served as a control. After 2.5 y the biomass of E. maxima in the harvested plot had recovered to control levels, but the epiphyte load (g epiphytes. Kg kelp-1) was statistically lower in the harvested plot after 2.5 and 3.5 y, and only recovered after 4.5 y. While most commercial harvesters cut through the ""heads"" (primary blades) of the kelp, effectively killing them, a new, non-lethal method removes secondary blades 20-30 cm from their bases, leaving the meristems and primary blades intact. At 5 sites studied, G. vittatum and P. virgata were found almost entirely on stipes and primary blades, and harvesting only distal parts of secondary blades limited losses to about 50% of C. flaccida biomass. To protect epiphytes, non-lethal harvesting is recommended and permanent non-harvest zones have been established in addition to limiting kelp yields and disallowing harvesting in Marine Protected Areas. © 2006 Springer Science+Business Media, Inc. © 2008 Elsevier B.V., All rights reserved.",,Scopus,2-s2.0-33845421114
